"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Gender_H","Age_Range_H","Clublounge_Used_H","Spa_Used_H","Likelihood_Recommend_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Country_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"4798","TRANSIENT",621,"2KQN","2014-12-26",2,1,"BUSINESS",69.56,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",34.78,"Male","36-45","","",10,9,10,10,10,10,10,10,10,"Irving","Texas","United States",79,"Hyatt House","",147,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Global Contact Center","Promoter"
"4799","TRANSIENT",313,"2BKN","2014-12-27",1,2,"LEISURE",95.2,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",95.2,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Irving","Texas","United States",79,"Hyatt House","",147,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
"4800","TRANSIENT",313,"2BTN","2014-12-26",2,3,"LEISURE",196.52,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",57.52,"Female","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Addison","Texas","United States",64,"Hyatt House","",132,3,"No","Franchised","Y","","N","","N","N","N","","","","","N","N","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"4801","TRANSIENT",3116,"DLXN","2014-12-27",1,2,"LEISURE",89,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",178,"Female","56-65","","",5,6,6,5,7,6,10,8,9,"Richardson","Texas","United States",68,"Hyatt House","",130,2,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Detractor"
"4802","TRANSIENT",321,"1BKN","2014-12-29",1,1,"BUSINESS",79.2,0,"CONFRM","TRANSIENT","CANADA","Platinum","Past",79.2,"Male","46-55","","",9,6,NA,7,9,NA,NA,NA,NA,"Irving","Texas","United States",79,"Hyatt House","",147,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Hotel","Promoter"
"4803","TRANSIENT",411,"1BKN","2014-12-23",5,2,"LEISURE",565,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",565,"Male","76+","","",9,8,9,9,8,9,NA,7,9,"Dallas","Texas","United States",55,"Hyatt House","",155,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4804","TRANSIENT",403,"EXEN","2014-12-22",6,2,"BUSINESS",678,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",678,"Male","66-75","","",10,9,8,9,9,9,NA,9,9,"Dallas","Texas","United States",55,"Hyatt House","",155,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4805","TRANSIENT",224,"DLXN","2014-12-26",2,2,"LEISURE",228,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",228,"Female","76+","","",7,7,9,9,8,7,NA,9,6,"Dallas","Texas","United States",55,"Hyatt House","",155,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Passive"
"4806","TRANSIENT",326,"1BKN","2014-12-26",2,2,"BUSINESS",41.18,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",20.59,"Male","56-65","","",10,10,10,10,10,10,10,10,6,"Dallas","Texas","United States",55,"Hyatt House","",155,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4807","TRANSIENT",433,"1BKN","2014-12-24",4,2,"LEISURE",396,5.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",297,"Female","56-65","","",10,9,9,9,10,10,9,10,8,"Dallas","Texas","United States",55,"Hyatt House","",155,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"4808","TRANSIENT",419,"1BKN","2014-12-27",1,2,"LEISURE",109,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",109,"Male","36-45","","",9,9,NA,9,9,NA,NA,NA,NA,"Dallas","Texas","United States",55,"Hyatt House","",155,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"4809","TRANSIENT",210,"1BKN","2014-12-27",1,2,"BUSINESS",99,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",99,"Male","66-75","","",10,10,7,9,7,8,8,7,8,"Dallas","Texas","United States",55,"Hyatt House","",155,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel","Promoter"
"4810","TRANSIENT",3106,"DLXN","2014-12-26",2,2,"LEISURE",168.3,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",168.3,"Female","36-45","","",10,10,10,10,10,10,NA,10,10,"Richardson","Texas","United States",68,"Hyatt House","",130,2,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
"4811","TRANSIENT",3218,"1BKN","2014-12-24",4,1,"BUSINESS",307.62,4,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",237.6,"Female","26-35","","",10,10,NA,10,10,NA,NA,NA,NA,"Richardson","Texas","United States",68,"Hyatt House","",130,2,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
"4812","TRANSIENT",211,"DDBL","2014-12-26",2,2,"LEISURE",218,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",218,"Male","56-65","","",10,10,10,10,10,10,10,10,10,"Arlington","Texas","United States",52,"Hyatt Place","",127,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","Y","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4813","TRANSIENT",225,"EXKN","2014-12-27",1,2,"BUSINESS",20.24,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",20.24,"Male","46-55","","",8,8,NA,8,9,NA,NA,NA,NA,"Dallas","Texas","United States",51,"Hyatt House","",142,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Passive"
"4814","CONVENTION",306,"DDBL","2014-12-26",2,4,"BUSINESS",176,0,"CONFRM","CONVENTION","UNITED STATES","","Future",352,"Female","56-65","","",9,8,8,9,9,9,9,10,10,"Arlington","Texas","United States",52,"Hyatt Place","",127,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","Y","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"4815","TRANSIENT",328,"KING","2014-12-27",1,1,"BUSINESS",0,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",1,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Garland","Texas","United States",63,"Hyatt Place","",153,6,"No","Franchised","N","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4816","TRANSIENT",306,"KING","2014-12-27",1,2,"BUSINESS",0,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",1,"Male","46-55","","",9,9,NA,9,9,NA,NA,NA,NA,"Garland","Texas","United States",63,"Hyatt Place","",153,6,"No","Franchised","N","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4817","TRANSIENT",224,"KING","2014-12-27",1,2,"BUSINESS",0,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",1,"Female","56-65","","",5,2,1,8,5,7,NA,10,9,"Garland","Texas","United States",63,"Hyatt Place","",153,6,"No","Franchised","N","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Detractor"
"4818","TRANSIENT",105,"DDBL","2014-12-23",5,2,"BUSINESS",365.35,0,"CONFRM","TRANSIENT","","","Future",365.35,"Male","66-75","","",10,10,10,10,10,10,10,10,NA,"Fort Worth","Texas","United States",62,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet","Promoter"
"4819","TRANSIENT",622,"KING","2014-12-26",2,2,"LEISURE",178.2,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",178.2,"Male","26-35","","",10,10,NA,9,9,NA,NA,NA,NA,"Fort Worth","Texas","United States",62,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"4820","TRANSIENT",107,"QNQN","2014-12-27",1,2,"LEISURE",109,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",109,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Garland","Texas","United States",63,"Hyatt Place","",153,6,"No","Franchised","N","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"4821","TRANSIENT",209,"KING","2014-12-27",1,2,"BUSINESS",0,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",1,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Garland","Texas","United States",63,"Hyatt Place","",153,6,"No","Franchised","N","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4822","TRANSIENT",225,"KING","2014-12-27",1,2,"BUSINESS",30.97,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",30.97,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Garland","Texas","United States",63,"Hyatt Place","",153,6,"No","Franchised","N","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"4823","TRANSIENT",313,"DDBL","2014-12-27",1,2,"BUSINESS",34.78,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",34.78,"Female","46-55","","",2,5,NA,9,1,NA,NA,NA,NA,"Fort Worth","Texas","United States",62,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Detractor"
"4824","TRANSIENT",423,"KING","2014-12-24",4,2,"BUSINESS",396,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",198,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Fort Worth","Texas","United States",62,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"4825","TRANSIENT",605,"DDBL","2014-12-25",3,2,"BUSINESS",267,23.25,"CONFRM","TRANSIENT","UNITED STATES","","Past",178,"Female","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Fort Worth","Texas","United States",62,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"4826","TRANSIENT",318,"DDBL","2014-12-27",1,3,"LEISURE",109,10,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",129,"Female","","","",10,10,10,10,10,10,10,10,10,"Grapevine","Texas","United States",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4827","TRANSIENT",509,"KING","2014-12-26",2,2,"BUSINESS",193.98,22.75,"CONFRM","TRANSIENT","","","Future",193.98,"Male","36-45","","",10,10,10,10,10,10,10,10,10,"Grapevine","Texas","United States",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet","Promoter"
"4828","TRANSIENT",617,"KING","2014-12-26",2,2,"LEISURE",214,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",214,"Female","56-65","","",10,8,8,10,10,10,10,10,8.66666666666,"Grapevine","Texas","United States",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4829","TRANSIENT",323,"KING","2014-12-26",2,2,"LEISURE",218,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",218,"Male","56-65","","",10,10,10,10,10,10,10,10,10,"Grapevine","Texas","United States",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4830","TRANSIENT",602,"KING","2014-12-22",6,1,"BUSINESS",280.92,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",71.42,"Female","46-55","","",10,10,NA,7,9,NA,NA,NA,NA,"Grapevine","Texas","United States",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4831","TRANSIENT",407,"DDBL","2014-12-26",2,2,"LEISURE",238,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",238,"Female","36-45","","",10,10,10,10,10,10,10,10,10,"Grapevine","Texas","United States",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"4832","TRANSIENT",319,"DDBL","2014-12-25",3,2,"BUSINESS",240,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",240,"Female","56-65","","",5,9,9,8,9,9,10,10,1,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Detractor"
"4833","TRANSIENT",517,"KING","2014-12-26",2,2,"BUSINESS",196,18.25,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",196,"Male","46-55","","",7,7,NA,7,10,NA,NA,NA,NA,"Grapevine","Texas","United States",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Passive"
"4834","TRANSIENT",523,"KING","2014-12-27",1,2,"BUSINESS",80,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",80,"Female","46-55","","",10,10,10,8,8,7,NA,8,9,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"4835","TRANSIENT",305,"DDBL","2014-12-27",1,3,"LEISURE",99,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",99,"Female","46-55","","",5,7,7,7,5,7,7,9,3,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Detractor"
"4836","TRANSIENT",511,"KING","2014-12-27",1,2,"BUSINESS",50,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",50,"Prefer not to answer","26-35","","",4,4,NA,5,NA,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Detractor"
"4837","TRANSIENT",307,"KING","2014-12-22",6,2,"BUSINESS",313.02,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",313.02,"Male","66-75","","",10,10,NA,10,10,NA,NA,NA,NA,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"4838","TRANSIENT",408,"KING","2014-12-27",1,1,"BUSINESS",52.17,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",52.17,"Female","46-55","","",10,8,NA,9,9,NA,NA,NA,NA,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"4839","TRANSIENT",303,"QNQN","2014-12-27",1,4,"LEISURE",223.15,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",223.15,"Female","18-25","","",10,10,NA,10,10,NA,NA,NA,NA,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"4840","TRANSIENT",518,"KING","2014-12-26",2,1,"BUSINESS",178,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",178,"Female","18-25","","",10,10,NA,10,10,NA,NA,NA,NA,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel","Promoter"
"4841","TRANSIENT",218,"KING","2014-12-27",1,2,"BUSINESS",194.25,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",388.5,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"4842","TRANSIENT",107,"KING","2014-12-27",1,2,"LEISURE",259,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",259,"Female","46-55","","",4,10,NA,10,10,NA,NA,NA,NA,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Detractor"
"4843","TRANSIENT",202,"QNQN","2014-12-27",1,1,"LEISURE",259,20,"CONFRM","TRANSIENT","UNITED STATES","","Past",259,"Male","26-35","","",2,6,NA,6,6,NA,NA,NA,NA,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Detractor"
"4844","TRANSIENT",605,"DDBL","2014-12-21",7,2,"LEISURE",769,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",769,"Female","66-75","","",9,10,10,10,10,10,NA,10,NA,"Grand Prairie","Texas","United States",51,"Hyatt Place","",133,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"4845","TRANSIENT",309,"KING","2014-12-25",3,2,"LEISURE",228,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",304,"Male","","","",8,8,9,8,8,8,9,9,NA,"Grand Prairie","Texas","United States",51,"Hyatt Place","",133,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Passive"
"4846","TRANSIENT",303,"KING","2014-12-27",1,2,"BUSINESS",30.97,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",30.97,"Male","46-55","","",10,10,8,9,10,10,10,10,9,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"4847","TRANSIENT",507,"DDBL","2014-12-27",1,2,"LEISURE",79.2,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",79.2,"Female","46-55","","",10,10,10,10,10,10,NA,10,NA,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"4848","TRANSIENT",222,"KING","2014-12-27",1,2,"LEISURE",99,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",99,"Female","46-55","","",9,10,10,9,10,10,NA,9,NA,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel","Promoter"
"4849","CONVENTION",517,"KING","2014-12-26",2,2,"BUSINESS",170,0,"CONFRM","CONVENTION","UNITED STATES","","Future",170,"Female","46-55","","",5,5,NA,6,6,NA,NA,NA,NA,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel","Detractor"
"4850","CONVENTION",516,"KING","2014-12-26",2,2,"BUSINESS",170,0,"CONFRM","CONVENTION","UNITED STATES","","Future",170,"Female","56-65","","",10,10,10,10,10,10,10,10,10,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"4851","TRANSIENT",105,"DDBL","2014-12-27",1,2,"LEISURE",79.2,13.5,"CONFRM","TRANSIENT","UNITED STATES","","Future",79.2,"Female","46-55","","",10,10,10,10,9,10,NA,9,9.5,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"4852","TRANSIENT",318,"DDBL","2014-12-26",2,2,"BUSINESS",129.9,3,"CONFRM","TRANSIENT","","","Future",129.9,"Male","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet","Promoter"
"4853","TRANSIENT",622,"KING","2014-12-26",2,2,"BUSINESS",178.2,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",178.2,"Male","56-65","","",9,8,NA,8,8,NA,NA,NA,NA,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"4854","TRANSIENT",204,"DDBL","2014-12-27",1,2,"LEISURE",79.2,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",79.2,"Female","26-35","","",9,9,NA,8,9,NA,NA,NA,NA,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
