"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Gender_H","Age_Range_H","Clublounge_Used_H","Spa_Used_H","Likelihood_Recommend_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Country_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"1963","TRANSIENT",220,"DDBL","2014-12-01",11,1,"BUSINESS",1419,0,"CONFRM","TRANSIENT","MEXICO","","Future",1419,"Female","26-35","","",7,8,8,8,8,7,9,8,8,"Houston","Texas","United States",39,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Passive"
"1964","TRANSIENT",218,"1BKN","2014-12-07",5,1,"BUSINESS",1045,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",836,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Houston","Texas","United States",41,"Hyatt House","",117,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
"1965","TRANSIENT",506,"DDBL","2014-12-11",1,1,"BUSINESS",139,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",139,"Female","26-35","","",5,6,6,6,7,7,NA,8,9,"Houston","Texas","United States",39,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Detractor"
"1966","TRANSIENT",422,"KING","2014-12-09",3,1,"BUSINESS",402,0,"CONFRM","TRANSIENT","","","Future",402,"Male","36-45","","",9,10,10,10,9,9,9,9,10,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","GDS","Promoter"
"1967","TRANSIENT",520,"KING","2014-12-08",4,1,"BUSINESS",660,35.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",660,"Male","36-45","","",10,8,NA,10,10,NA,NA,NA,NA,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"1968","TRANSIENT",609,"VW2Q","2014-12-07",5,1,"BUSINESS",1045,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",1045,"Male","56-65","","",10,10,8,10,10,10,10,10,10,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"1969","TRANSIENT",815,"VW2Q","2014-12-10",2,1,"BUSINESS",418,0,"CONFRM","TRANSIENT","","","Future",418,"Male","46-55","","",10,10,10,10,10,10,5,10,9,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","GDS","Promoter"
"1970","TRANSIENT",408,"KING","2014-12-09",3,1,"BUSINESS",402,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",402,"Male","56-65","","",7,7,9,7,9,9,8,9,9,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels","Passive"
"1971","TRANSIENT",302,"QNQN","2014-12-10",2,1,"BUSINESS",222,0,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Future",222,"Male","46-55","","",10,10,10,10,10,10,10,10,8,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Hotel","Promoter"
"1972","TRANSIENT",405,"KING","2014-12-08",4,1,"BUSINESS",444,4,"CONFRM","TRANSIENT","","","Future",444,"Male","56-65","","",9,7,7,9,9,9,5,10,9,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Hotel","Promoter"
"1973","TRANSIENT",912,"QNQN","2014-12-11",1,1,"BUSINESS",189,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",189,"Male","46-55","","",6,8,NA,7,6,NA,NA,NA,NA,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels","Detractor"
"1974","TRANSIENT",614,"QNQN","2014-12-11",1,2,"BUSINESS",98,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",294,"Female","36-45","","",1,7,NA,NA,1,NA,NA,NA,NA,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Global Contact Center","Detractor"
"1975","TRANSIENT",327,"KING","2014-12-10",2,1,"BUSINESS",538,16.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",538,"Male","46-55","","",10,9,NA,9,10,NA,NA,NA,NA,"The Woodlands","Texas","United States",NA,"Hyatt Place","",146,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"1976","TRANSIENT",425,"KING","2014-12-11",1,2,"BUSINESS",179,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",179,"Male","56-65","","",9,9,7,9,10,10,10,9,NA,"The Woodlands","Texas","United States",NA,"Hyatt Place","",146,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"1977","TRANSIENT",501,"DLXK","2014-12-11",1,2,"BUSINESS",60.87,16.25,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",60.87,"Female","36-45","","",9,9,9,9,9,8,NA,9,9,"The Woodlands","Texas","United States",NA,"Hyatt Place","",146,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"1978","TRANSIENT",1919,"KING","2014-12-08",4,1,"BUSINESS",1036,172.05,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",1036,"Male","46-55","","",9,9,NA,9,7,NA,NA,NA,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Hotel","Promoter"
"1979","TRANSIENT",1512,"VW1K","2014-12-06",6,1,"BUSINESS",1020,156.93,"CONFRM","TRANSIENT","","","Future",1020,"Male","46-55","No","No",10,9,10,NA,10,10,10,8,9.33333333333,"San Antonio","Texas","United States",60,"Hyatt Regency","Regency Club",500,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","","Y","Y","Y","GDS","Promoter"
"1980","TRANSIENT",4715,"KING","2014-12-08",4,1,"BUSINESS",680,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",680,"Female","46-55","No","No",10,10,10,10,10,10,9,10,9.4,"San Antonio","Texas","United States",60,"Hyatt Regency","Regency Club",500,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","","Y","Y","Y","GDS","Promoter"
"1981","CONVENTION",3811,"DDBL","2014-12-09",3,1,"BUSINESS",537,0,"CONFRM","CONVENTION","UNITED STATES","","Future",537,"Male","46-55","No","No",10,10,10,10,10,10,NA,10,10,"San Antonio","Texas","United States",60,"Hyatt Regency","Regency Club",500,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"1982","CONVENTION",4313,"KING","2014-12-07",5,1,"BUSINESS",895,0,"CONFRM","CONVENTION","UNITED STATES","","Future",895,"Male","46-55","No","No",9,9,10,9,10,10,9,10,9,"San Antonio","Texas","United States",60,"Hyatt Regency","Regency Club",500,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"1983","CONVENTION",4316,"KING","2014-12-08",4,1,"BUSINESS",716,0,"CONFRM","CONVENTION","UNITED STATES","","Future",716,"Male","56-65","No","No",10,10,10,10,10,10,10,10,10,"San Antonio","Texas","United States",60,"Hyatt Regency","Regency Club",500,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"1984","TRANSIENT",1745,"KING","2014-12-08",4,1,"BUSINESS",1149.92,85.44,"CONFRM","TRANSIENT","UNITED STATES","","Past",1480.5,"Female","46-55","","",7,7,NA,7,8,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Passive"
"1985","CONVENTION",2257,"DDBL","2014-12-09",3,1,"BUSINESS",774,0,"CONFRM","CONVENTION","UNITED STATES","","Future",774,"Male","46-55","","",9,9,NA,9,9,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1986","CONVENTION",2412,"DLXK","2014-12-08",4,1,"BUSINESS",1032,18,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",1032,"Female","56-65","","",10,9,NA,8,10,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1987","CONVENTION",1032,"HOSP","2014-12-09",3,1,"BUSINESS",774,99.8,"CONFRM","CONVENTION","UNITED STATES","","Future",774,"Female","36-45","No","",10,10,10,10,NA,10,10,10,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1988","CONVENTION",2201,"DLXK","2014-12-09",3,1,"BUSINESS",774,0,"CONFRM","CONVENTION","UNITED STATES","Platinum","Past",774,"Female","46-55","No","",10,10,10,10,10,10,9,10,8.5,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1989","CONVENTION",1742,"DDBL","2014-12-09",3,1,"BUSINESS",774,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",774,"Male","66-75","","",10,10,NA,10,10,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1990","CONVENTION",564,"DDBL","2014-12-09",3,2,"BUSINESS",774,0,"SHARE","CONVENTION","UNITED STATES","","Past",774,"Female","56-65","","",10,10,10,10,10,10,10,10,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1991","CONVENTION",1666,"DDBL","2014-12-08",4,1,"BUSINESS",1032,26,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",1032,"Male","56-65","No","",10,9,10,10,10,10,10,10,8,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1992","CONVENTION",2111,"KING","2014-12-09",3,1,"BUSINESS",774,32,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",1032,"Female","36-45","Yes","",10,9,9,9,9,9,9,10,9,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1993","CONVENTION",1702,"KING","2014-12-09",3,1,"BUSINESS",774,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",774,"Male","46-55","No","",10,10,10,10,10,10,10,10,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1994","CONVENTION",2216,"DDBL","2014-12-09",3,2,"BUSINESS",824,39.2,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",1032,"Male","56-65","No","",10,10,10,10,10,10,10,10,10,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1995","CONVENTION",1865,"DDBL","2014-12-09",3,1,"BUSINESS",774,35.1,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",774,"Female","56-65","","",7,6,NA,9,10,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Passive"
"1996","CONVENTION",1262,"KING","2014-12-09",3,1,"BUSINESS",774,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",774,"Female","36-45","No","",9,9,8,8,9,9,7,8,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1997","CONVENTION",2442,"DLXK","2014-12-09",3,2,"BUSINESS",774,5,"SHARE","CONVENTION","UNITED STATES","Gold","Past",774,"Male","66-75","No","",9,9,9,10,10,10,10,10,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"1998","TRANSIENT",1019,"DDBL","2014-12-11",1,2,"BUSINESS",348.88,7,"CONFRM","TRANSIENT","JAPAN","Gold","Past",364,"Female","26-35","","",6,6,NA,6,4,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Global Contact Center","Detractor"
"1999","TRANSIENT",1601,"DLXK","2014-12-10",2,1,"BUSINESS",698,18.6,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",698,"Female","56-65","No","",9,8,9,9,9,9,9,9,9,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Global Contact Center","Promoter"
"2000","CONVENTION",906,"VW1K","2014-12-09",3,1,"BUSINESS",816,12,"CONFRM","CONVENTION","UNITED STATES","","Future",968,"Male","46-55","","No",9,9,9,9,9,10,8,9,9,"San Antonio","Texas","United States",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2001","CONVENTION",731,"CONF","2014-12-10",2,1,"BUSINESS",484,0,"CONFRM","CONVENTION","UNITED STATES","Diamond","Future",484,"Male","36-45","","No",3,5,6,7,6,5,8,6,NA,"San Antonio","Texas","United States",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Detractor"
"2002","TRANSIENT",2314,"CLBD","2014-12-11",1,2,"BUSINESS",50,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",50,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Global Contact Center","Promoter"
"2003","TRANSIENT",1157,"BUSN","2014-12-08",4,1,"BUSINESS",1276,48,"CONFRM","TRANSIENT","AUSTRALIA","Gold","Future",1276,"Male","56-65","","No",10,9,10,10,10,10,9,10,9,"San Antonio","Texas","United States",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center","Promoter"
"2004","CONVENTION",461,"EXEK","2014-12-08",4,1,"BUSINESS",968,-79.81,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",968,"Male","56-65","","No",3,3,8,5,5,8,8,8,NA,"San Antonio","Texas","United States",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Detractor"
"2005","CONVENTION",757,"KING","2014-12-09",3,1,"BUSINESS",726,29,"CONFRM","CONVENTION","UNITED STATES","","Future",726,"Female","46-55","","No",10,9,10,10,10,10,7,10,9.33333333333,"San Antonio","Texas","United States",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2006","TRANSIENT",1116,"KING","2014-12-11",1,2,"BUSINESS",166.11,14,"CONFRM","TRANSIENT","UNITED STATES","","Past",215.1,"Male","56-65","","No",10,10,10,10,10,10,10,10,10,"San Antonio","Texas","United States",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2007","TRANSIENT",1031,"CONF","2014-12-11",1,2,"BUSINESS",147.89,42,"CONFRM","TRANSIENT","","","Past",147.89,"Male","26-35","","No",10,10,10,10,10,10,NA,10,10,"San Antonio","Texas","United States",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet","Promoter"
"2008","TRANSIENT",316,"KING","2014-12-11",1,1,"LEISURE",115,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",115,"Male","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"San Antonio","Texas","United States",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel","Promoter"
"2009","TRANSIENT",225,"KING","2014-12-11",1,1,"BUSINESS",95.2,7.51,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",95.2,"Male","56-65","","",6,6,7,6,7,7,8,8,7,"San Antonio","Texas","United States",49,"Hyatt Place","",126,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Detractor"
"2010","TRANSIENT",313,"DDBL","2014-12-11",1,2,"BUSINESS",99,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",99,"Female","18-25","","",8,10,NA,NA,9,NA,NA,NA,NA,"San Antonio","Texas","United States",59,"Hyatt Place","",126,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Passive"
"2011","TRANSIENT",606,"DDBL","2014-12-11",1,1,"BUSINESS",98,0,"CONFRM","TRANSIENT","","","Future",98,"Male","36-45","","",9,9,NA,9,9,NA,NA,NA,NA,"San Antonio","Texas","United States",49,"Hyatt Place","",126,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet","Promoter"
"2012","TRANSIENT",107,"DDBL","2014-12-10",2,2,"BUSINESS",174.4,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",271.6,"Female","56-65","","",6,8,8,8,10,10,10,10,9,"San Antonio","Texas","United States",49,"Hyatt Place","",126,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Detractor"
"2013","TRANSIENT",411,"KING","2014-12-09",3,1,"BUSINESS",327,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",327,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"San Antonio","Texas","United States",59,"Hyatt Place","",126,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"2014","CONVENTION",517,"KING","2014-12-11",1,1,"BUSINESS",92,0,"CONFRM","CONVENTION","UNITED STATES","","Future",92,"Female","26-35","","",10,10,NA,10,10,NA,NA,NA,NA,"San Antonio","Texas","United States",59,"Hyatt Place","",126,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"2015","TRANSIENT",201,"KING","2014-12-09",3,1,"LEISURE",345,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",345,"Female","36-45","","",8,8,5,8,10,10,6,10,NA,"San Antonio","Texas","United States",59,"Hyatt Place","",126,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Passive"
"2016","CONVENTION",603,"VW2D","2014-12-08",4,1,"BUSINESS",876,0,"CONFRM","CONVENTION","UNITED STATES","","Future",876,"Male","56-65","","",9,10,8,10,10,10,NA,10,8,"San Antonio","Texas","United States",58,"Hyatt Place","",131,7,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Hotel","Promoter"
"2017","CONVENTION",414,"DDBL","2014-12-09",3,1,"BUSINESS",657,13.75,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",657,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"San Antonio","Texas","United States",58,"Hyatt Place","",131,7,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Hotel","Promoter"
"2018","TRANSIENT",606,"DDBL","2014-12-09",3,1,"LEISURE",345,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",345,"Male","46-55","","",10,10,10,10,10,10,10,10,10,"San Antonio","Texas","United States",59,"Hyatt Place","",126,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"2019","CONVENTION",418,"DDBL","2014-12-09",3,1,"BUSINESS",657,0,"CONFRM","CONVENTION","UNITED STATES","","Future",657,"Female","56-65","","",10,10,10,10,10,10,10,10,10,"San Antonio","Texas","United States",58,"Hyatt Place","",131,7,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Hotel","Promoter"
"2020","CONVENTION",805,"QNQN","2014-12-08",5,1,"BUSINESS",895,105.15,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",895,"Female","26-35","","",10,9,10,10,10,10,10,10,10,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2021","CONVENTION",610,"1BED","2014-12-11",2,1,"BUSINESS",458,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",458,"Male","56-65","","",9,9,5,9,10,8,10,10,NA,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2022","CONVENTION",435,"1BED","2014-12-10",3,1,"BUSINESS",687,29.9,"CONFRM","CONVENTION","UNITED STATES","","Future",687,"Male","46-55","","",9,8,NA,9,10,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"2023","TRANSIENT",507,"QNQN","2014-12-12",1,2,"LEISURE",299,45,"CONFRM","TRANSIENT","UNITED STATES","","Future",299,"Male","56-65","","",9,8,8,9,9,8,9,9,9,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
